346,Boulders are not food.
725,Film making is not a pinnacle job.
313,You can't play drums in an art gallery.
463,"When I'm sad, I cry"
1385,Dogs do not have two noses.
806,microwave is used to heat up food
1458,Jumping to the bottom of the road is very dangerous
566,An orange is not a square
1596,"Scissors are used to cut hair, not lips"
1373,a match is used to light a candle
1009,rock climbers can't climb the ocean
426,A bull is too big to fit in a fridge
1,A chainsaw is used to cut trees.
237,A baseball is too big to fit inside a mitt.
1350,Seagulls live in the sea.
1151,Cement tires are too hard to put on cars
367,A skateboarding competition is not a person.
1792,The table in the dining room is made out of wood.
412,Gasoline is not a drink.
358,Deserts are not suitable for surfing.
1466,Monkeys do not like insects.
262,glue is a very sticky substance
1425,Coffee is not made from carrots.
320,Touristic places are usually very crowded.
696,The park is not a place for cooking.
205,Concerts do not have lectures.
1821,Wood is not a person.
500,Ice does not produce fire.
351,Poison is not a medicine
99,Eating dough-nuts is not a form of exercise
310,Paint is not edible.
1668,Supermarkets are not edible.
1729,Walking is slower than driving.
1256,Boys do not wear menstrual pads.
1641,Sand is not a liquid.
1931,Trains are not parked in garages.
887,You can't sleep in a pool
1046,Motor oil is not a drink.
844,elephants live in the north pole
1174,Grocery stores do not sell pets.
1477,Ovens are not used to freeze food.
215,An Oreo is not a person.
1275,Spaceships are not real.
1396,The moon is too big to fit in a backyard shed
1573,Cars do not have wings
433,You cannot run eight hundred miles in a day.
1538,Food stores do not sell pets.
61,A home is not a project.
1632,Red Pages are not for looking up phone numbers.
972,carpenter is a person who does not paint
318,Summer does not have snow.
254,People don't like things which make them nauseous
1499,A donkey is not suitable for running.
1916,the NBA is a basketball league
1980,A street is not a place for a fish.
1203,Fungi do not grow in dry places
1566,Trees can live in water.
793,Water is not a book to read
369,Meals get cooler as you leave it out.
188,Disco clubs do not have trees
325,A fan cannot jump.
236,Music cannot be made.
122,Vacuums cannot be played.
931,Dinosaurs died out long ago
616,A cupboard is not a place to watch movies.
533,Television is not a toy to play with
744,Toys are not edible.
663,Lions do not have a liter box.
113,Dirt is not a good thing to put on a knee.
836,Driving after drinking is dangerous.
958,A dryer is used to dry clothes.
1617,Restaurants are usually available in the business districts.
1890,Oranges do not contain mozzarella.
1557,Dogs cannot ride the subway.
1445,The office is not a place to kill
1952,Televisions are not powered by heat
547,An octopus cannot be returned to a library.
1330,Building does not want freedom.
893,An equilateral triangle has all three sides equal.
1479,1 hour of sleep a day is too little
1565,Humans cannot live forever.
689,Stones are not edible.
453,Heater hot days are very hot
536,A metal rod is not a food.
912,"When handling dangerous chemicals, you should wear gloves."
633,Videocassette tape is used to record a video
886,A bunny is not able to catch a mouse
778,a blind person can't see the table
1365,A blue man cannot fit into a car.
1682,A mobile phone is not sold in a computer store
1347,The TV show started at 9 and finished at 10
1334,A ball is much bigger than a table.
928,Spiders have legs.
1799,A king must always have a queen.
1140,Bars do not have trains.
473,A rubber chicken is not an animal to make dinner.
43,The leaves on the tree are not blue.
1168,Dollar cannot be used in China.
1341,Trees do not look at people.
29,Fire is not a thing to paint
1539,A shoe store is used for selling shoes
1329,Planes are more expensive than trains.
813,A chair cannot be put in a desk drawer.
1026,Scarves are worn around the neck.
189,Dogs are not able to run.
1014,"the bank keeps your money safe, not dangerous"
567,You can't walk across a country in 5 minutes.
1074,Dishwashers are used for washing dishes.
1178,Grocery store is a place where you buy groceries.
1763,Fire cannot run a television.
1354,Spirit is not used to strengthen the arms.
1863,Dogs can't lift things
135,Medicine is not an entertainment.
1694,Lions do not bark.
1071,Buses don't have windows.
1644,the spoon is used in the kitchen
1335,A bed is too big to fit in a dog
481,C coffins are not made of slinky.
700,The temperature is not an emotion
355,Nachos are not made from fruit.
1550,Dogs cannot fall from the sky.
1364,Dinosaurs are not kept in the fridge
1257,The cleaner is not in charge of the money
